offset,texto,tamanho_bytes
0x51901,Nthat leaves four.,18
0x5191e,Hey. This isn't first grade math class.,39
0x51949,"L=,ｭ]",5
0x51972,Nso I went back to the lab and...,33
0x5199e,Yeah?,5
0x519b1,"%=,ｭ]",5
0x519b8,The four suits were missing.,28
0x519df,.........?,10
0x519ed,";=,ｭ]",5
0x51a15,NI checked out...,17
0x51a31,It's really strange.,20
0x51a49,"==,ｭ]",5
0x51a78,Nholding it.,12
0x51ab1,Nthe weight limit warning go off?,33
0x51b05,Nabout it...,12
0x51b15,"I=,ｭ]",5
0x51b3e,NI couldn't be over the limit.,30
0x51b67,How much do you weigh?,22
0x51b81,"=,ｭ]",5
0x51b88,About 135.,10
0x51bc7,N650 pounds.,12
0x51bd7,G!ﾊｮ#,5
0x51c06,Ngo over that limit...,22
0x51c20,"=,0i",5
0x51c27,"L...Look out, Snake!",20
0x51c3f,"M=,0i",5
0x51c66,Nprototypes are in there with you!!!,36
0x51d0f,Snake!! Are you okay!?,22
0x51d29,"?!ﾊ""r",5
0x51d5a,Nprototypes?,12
0x51d6a,"""=,ｭ]",5
0x51d71,No. There were only five.,25
0x51d94,So...this isn't stealth camouflage then...,43
0x51dcb,hat are you talking about?,26
0x51de9,"""!ﾊｮ#",5
0x51def,Someone's aiming at me...,26
0x51e0d,"0!ﾊ""r",5
0x51e2f,Nblizzard...,12
0x51e3f,"=,ｭ]",5
0x51e46,...It's her!!,13
0x51e5d,Wolf?,6
0x51e6e,...Sniper Wolf?,15
0x51e88,Yes it's her!,13
0x51e99,"=,(J",5
0x51e9f,...It's definitely her!,24
0x51ece,NYou sound like you're happy.,29
0x51eef,"=,ｭ]",5
0x51ef5,No I'm not.,12
0x51f0c,So then what is it?,19
0x51f2d,"=,ｭ]",5
0x51f33,Snake...,9
0x51f47,...please don't kill her!,25
0x51f6a,Are you insane!?,17
0x51f7f,"%=,tｧ",5
0x51f85,Please. She's a good person!,29
0x51fa6,"0=,tｧ",5
0x51fad,You'd know that if you talked to her...,39
0x51fd8,8!ﾊｮ#,5
0x52006,Nkiller.,8
0x52036,I can see you perfectly from here.,35
0x520db,I told you...,14
0x52110,NNow you're mine.,17
0x52139,"=,tｧ",5
0x5213f,"Wolf! No, you can't!",21
0x52172,Don't get between a wolf and its prey!,39
0x5219d,?!ﾊｮ#,5
0x521ce,Nthis storm.,12
0x521e4,You see?,9
0x52201,Women naturally make better soldiers.,38
0x52245,Wolf! Don't do this!!,22
0x52279,"Snake, I'm near.",17
0x52295,Can't you sense me near you?,28
0x522e8,Nlocation.,10
0x52307,Is that right?,14
0x5234e,"Nletter, my dear.",17
0x52394,Nstraight from my gun to your heart.,36
0x523d0,"&=,tｧ",5
0x523d6,Please!! Wolf!...Snake!...No!,30
0x52412,Quiet!,7
0x52424,Don't get in our way!,21
0x5243d,3!ﾊｮ#,5
0x52461,Nfor Meryl...,13
0x52478,You men are so weak.,21
0x52498,You can never finish what you start...,38
0x524ee,"l""愨",5
0x5250c,111,8
0x52540,">l""愨",5
0x5256e,NNaomi Hunter.,14
0x52587,What about her?,15
0x5259a,"%l""愨",5
0x525a1,Is this conversation secure?,28
0x525c9,on't worry.,11
0x525df,The monitor's off.,18
0x525f5,"l""愨",5
0x525fc,Okay.,5
0x5260c,What's up?,10
0x5261a,"&l""愨",5
0x52621,"I was in the FBI too, y'know.",29
0x52649,I didn't know that. What's your point?,38
0x52673,"6l""愨",5
0x52699,Nbackground...,14
0x526ab,"\l""愨",5
0x526fa,Nthe FBI...,11
0x52711,eah?,4
0x52719,"Ll""愨",5
0x5273f,Ninvestigate the mafia in New York..,36
0x5276e,"Yeah, what about it?",20
0x5278d,It was all a big lie.,21
0x527b6,What did you say?,18
0x527d3,It was really bothering me.,27
0x527f9,Why would she lie about it?,27
0x5281f,She lied?,9
0x52833,She might be a spy!,19
0x52851,Ridiculous.,11
0x5288b,Ncould see past it.,19
0x528a2,"[l""愨",5
0x528f3,Nracist.,8
0x528ff,":l""愨",5
0x5292d,NJapanese?,10
0x5293b,!ﾊｮ#,5
0x52943,eah...,6
0x5294d,"Dl""愨",5
0x5297b,NAsian investigator.,20
0x52993,"al""愨",5
0x529e5,Nstarted yet.,13
0x529f6,"Bl""愨",5
0x52a28,Nnot New York.,14
0x52a3a,!ﾊｮ#,5
0x52a4b,"!l""愨",5
0x52a52,You better check it out.,24
0x52a6e,"rl""愨",5
0x52abb,Nmany strange things are happening.,35
0x52b0e,Nbehind it?,11
0x52b1d,"l""愨",5
0x52b27,on't know.,10
0x52b35,"=l""愨",5
0x52b64,Nterrorists.,12
0x52b7b,...Could it be?,15
0x52b8e,"+l""愨",5
0x52b95,"If I find out anything, I'll call.",34
0x52bc2,"In the meantime, be careful!",28
0x52c0e,"l""愨",5
0x52c15,"Snake, it's me...",17
0x52c31,Master?,7
0x52c43,It's about Naomi.,17
0x52c5f,Turn your monitor off...,24
0x52c95,What about Naomi?,18
0x52cd9,Damn!,6
0x52cea,"Colonel, is Naomi there?",24
0x52d20,No she's away.,15
0x52d3a,She's taking a short nap.,25
0x52d5e,Hmmm...,7
0x52d70,So what is this about Naomi?,28
0x52daa,Okay.,6
0x52db4,"<l""愨",5
0x52ddf,Nhear this too.,15
0x52df9,Yeah...go on Master.,20
0x52e42,NDr. Naomi Hunter at all.,25
0x52eac,"`l""愨",5
0x52f05,Nout.,5
0x52f28,And...?,8
0x52f48,"Ql""愨",5
0x52f76,Nor I should say there was one...,33
0x52f9b,")l""愨",5
0x52fa2,But she's not the woman we know.,32
0x52ffb,Nsomewhere in the Middle East.,30
0x53042,Nobtained her identification papers.,36
0x53084,So then who is she really?,27
0x530b7,"(l""愨",5
0x530bd,She must be some kind of...spy.,32
0x5310f,A spy!?,8
0x5312f,"Cl""愨",5
0x53157,Nsabotage this operation.,25
0x531b9,Nterrorists?,12
0x531c9,.!ﾊｮ#,5
0x531d0,...I don't want to believe it either.,37
0x531f9,",!ﾊｮ#",5
0x53200,But she is working for FOX-HOUND...,35
0x53253,Nuprising?,10
0x532a0,Ndifferent group altogether.,28
0x532e6,Different group...?,20
0x53304,It couldn't be...,18
0x5333e,Place her under arrest.,24
0x53388,What!,6
0x533a6,"l""愨",5
0x533ac,She's betrayed us.,19
0x533e9,Ninterrogated to find out who she's with.,41
0x53465,Nthen we're in big trouble...,29
0x53490,!ﾊｮ#,5
0x53497,What do you mean!?,18
0x534bd,Oh nothing...,14
0x534e3,"Jl""愨",5
0x53508,Nkind of vital secret or something?,35
0x53580,"vl""愨",5
0x535d2,NChief and the ArmsTech president?,34
0x53626,I...I have no idea.,20
0x5365c,"Sl""愨",5
0x53684,Nparticipate any further in this mission.,41
0x536df,"Wait, wait a minute.",21
0x53728,ssion.,6
0x53739,I knew it. You're hiding something.,35
0x53766,Give me some time.,19
0x53784,I'll try to get it out of her...,32
0x537bc,"l""愨",5
0x537c2,Hurry then.,12
0x537fe,Nand what she's doing here.,27
0x53837,I understand.,14
0x5384f,"Snake, give me some time.",26
0x53874,I don't have any time left for you.,35
0x538ce,1,4
0x538d6,ｰ111,6
0x5391e,OTACON,7
0x53946,"=,ｭ]",5
0x5394d,Snake...it's me.,16
0x53968,What's wrong?,13
0x53980,Did you find a good place to hide?,34
0x539a6,"*=,ｭ]",5
0x539ad,"Yeah, thanks to the stealth gear.",33
0x53a0e,NMetal Gear ready.,18
0x53a2b,How do you know that?,21
0x53a4b,I overheard them talking.,25
0x53a68,"=,ｭ]",5
0x53a70,here are you now?,17
0x53aac,N...but it's strange.,21
0x53acc,What is?,8
0x53adf,There's nobody here...,22
0x53b00,"...no guards, nobody patrolling...",34
0x53b2d,...it's too quiet.,18
0x53b43,")=,ｭ]",5
0x53b4a,Maybe because they're all ready.,32
0x53b6e,"4=,ｭ]",5
0x53b91,Nthe PAL codes.,15
0x53bab,What should I do?,17
0x53bc0,"\=,ｭ]",5
0x53c0f,Nyou about.,11
0x53c25,But I've only got one of the three keys.,40
0x53c7e,Nthere's some trick to using the keys...,40
0x53caa,"=,(J",5
0x53cb0,Leave it to me...,18
0x53ccd,You got some kind of plan?,26
0x53ceb,"5=,ｭ]",5
0x53d0e,Nroom right now.,16
0x53d22,"7=,ｭ]",5
0x53d50,Nfiles.,7
0x53d62,Baker's files?,14
0x53d7b,Don't you need a password?,26
0x53da0,Of course. But there are ways...,32
0x53dd4,Are you a hacker?,18
0x53df4,"/=,(J",5
0x53e02,NThat describes me pretty well.,31
0x53e2c,Does it look like you can get in?,33
0x53e51,"=,ｭ]",5
0x53e57,I don't know yet.,18
0x53e74,I'll give it a try.,19
0x53e92,I'm counting on you...,22
0x53f41,TACON,5
0x53f6e,Snake...it's me again.,22
0x53f9b,How's it going?,15
0x53fae,"=,ｭ]",5
0x53fb5,Hmmm...not bad.,15
0x53fc8,"0=,ｭ]",5
0x53fcf,I just got past his 3rd security level.,39
0x54001,He was a pretty careful guy.,28
0x54028,Do you think you'll break in soon?,34
0x5404e,"9=,ｭ]",5
0x5407a,Nbust into.,11
0x54090,"Okay, keep trying...",20
0x5411a,ACON,4
0x5415a,"Snake, I did it!",16
0x5417e,You got past security?,23
0x54199,"=,(J",5
0x5419f,Bingo!!!,9
0x541b2,Great! So whaddya got?,23
0x541cd,"8=,ｭ]",5
0x541f2,NMetal Gear file.,17
0x5422f,Nsystem that Baker talked about?,32
0x5425a,I haven't found it yet...,25
0x54277,"$!ﾊ""r",5
0x5427d,That's what I need to know!,28
0x5429d,"+=,ｭ]",5
0x542a4,"But Snake, I found something else!",34
0x542ca,"!ﾊ""r",5
0x5430f,Nweapon!,8
0x5437e,Ngun like a projectile...,25
0x543c5,Nconsidered a missile.,22
0x543df,"K=,ｭ]",5
0x54410,Ninternational treaties.,24
0x54432,Pretty sneaky.,15
0x5444c,"Yes, but effective.",19
0x54463,"E=,ｭ]",5
0x54493,Nabout this weapon.,19
0x544b1,I can't wait to hear this.,26
0x544d5,It's a stealth weapon!,23
0x54500,You mean it won't show up on radar?,36
0x54528,"=,ｭ]",5
0x54530,eah.,4
0x54538,"Y=,ｭ]",5
0x54568,Na stealth missile since the late 70's.,39
0x545c1,Nup until now?,14
0x545d3,"l=,ｭ]",5
0x5461e,Npicked up by enemy satellites.,31
0x54648,"Oh yeah, that makes sense.",26
0x54692,Ndoesn't burn any propellent.,29
0x546b3,"W=,ｭ]",5
0x546e3,Nballistic missile detection systems.,37
0x54713,An invisible nuclear warhead...,31
0x5473d,Totally impossible to intercept.,32
0x54761,"z=,ｭ]",5
0x547d2,Nbases.,7
0x54800,Nthe Gulf War.,14
0x54812,"7=,徘",5
0x5483c,Nthe world!,11
0x54852,It's the ultimate weapon.,25
0x548c0,Nreduction and nuclear inspections.,35
0x548e7,5!ﾊｮ#,5
0x54907,NAre you listening?,19
0x5494e,I'm listening...,17
0x54963,!!ﾊｮ#,5
0x5496a,"If word of this got out,",24
0x54986,h!ﾊｮ#,5
0x549e2,Nincident.,10
0x54a04,"!=,ｭ]",5
0x54a0b,"Yeah, it would be nasty.",24
0x54a27,"j=,ｭ]",5
0x54a6e,Neven bring the President down...,33
0x54a9a,"Did you know this, Colonel!?",28
0x54ade,I'm sorry...,13
0x54aef,#!ﾊｮ#,5
0x54af6,"You've changed, Colonel...",26
0x54b1a,I won't make any excuses...,28
0x54b55,"Snake, listen to me.",20
0x54b6d,"V=,ｭ]",5
0x54b9b,"Nactually been tested, only simulated.",38
0x54bcc,You mean they ran a computer model?,35
0x54bf3,"@=,ｭ]",5
0x54c22,Nthis exercise.,15
0x54c35,"U=,ｭ]",5
0x54c75,Nup the simulation.,19
0x54c8c,/!ﾊｮ#,5
0x54c93,What were the results of the exercise?,38
0x54ced,Nhoped for. But...,18
0x54d2e,Nthis network.,14
0x54d6f,Nthat would be carefully recorded...,36
0x54d97,V!ﾊｮ#,5
0x54dc3,Noptical disk with all of the test data.,40
0x54e1d,What!? Do you still have it?,29
0x54e45,No. Ocelot took it from me.,27
0x54e74,Damn...,8
0x54e94,"O=,ｭ]",5
0x54ebe,Ndummy warhead with a real warhead.,35
0x54ee5,"Q=,ｭ]",5
0x54f0d,"Ncodes, they should be ready to launch.",39
0x54f3f,So you think they can do it?,28
0x54f5f,"e=,ｭ]",5
0x54fac,"Nthing, so I think so.",22
0x54fc6,1!ﾊｮ#,5
0x54fcd,Did you find out how to override it yet?,40
0x54ff9,"3=,ｭ]",5
0x5500b,NIt must be in a separate file.,31
0x5502e,"H=,ｭ]",5
0x5505c,NBaker's personal files.,24
0x5507f,We're counting on you...,24
0x55146,"=,ｭ]",5
0x5514d,Snake?,6
0x5515e,Did you find it?,16
0x551b9,NI found Baker's ulterior motive.,33
0x551e5,"He's just looking to get rich, isn't he?",40
0x55211,"Z=,ｭ]",5
0x55241,Nworse financial trouble than I thought.,40
0x552c7,Nthe reduction in SDI spending...,33
0x5531c,Nof a hostile takeover.,23
0x55367,NI guess.,9
0x553a4,Nof bribe money to the DARPA Chief.,35
0x553d2,"Bribe money, huh.",17
0x553e7,"P=,ｭ]",5
0x55414,Nof the nuclear deterrent theory.,33
0x5544b,"NSo anyway, what about the override?",36
0x55473,",=,ｭ]",5
0x5547a,Just give me a little bit longer...,35
0x55566,"4=,(J",5
0x55591,Nfiles!,7
0x5559c,!ﾊr(,5
0x555a2,Great job.,11
0x555b7,How's it going there?,22
0x555f6,the PAL codes.,14
0x5560f,So how do we deactivate them?,29
0x55630,"T=,ｭ]",5
0x5565f,Nthe president was talking about...,35
0x55686,">=,ｭ]",5
0x556ac,Nthe detonation codes.,22
0x556c6,"X=,ｭ]",5
0x556f6,"Nwarhead is active, you deactivate it.",38
0x5574a,"Ninactive, it becomes activated.",32
0x55775,And you can only use the keys once.,35
0x557a3,"Only once, huh.",15
0x557e0,NWe don't have much time.,25
0x55827,NI've only got one of them!,27
0x55846,"5=,(J",5
0x55861,NY'see that's the trick.,24
0x5587d,")=,(J",5
0x55884,You already have all three keys!,32
0x558ae,What are you talking about!?,29
0x558f8,Nmemory alloy.,14
0x55910,Shape memory alloy?,20
0x55928,"N=,ｭ]",5
0x55959,Nat different temperatures.,27
0x55978,"#=,ｭ]",5
0x5597f,The key is made out of it!,26
0x5599d,!ﾊｮ#,5
0x559a4,This card key?,14
0x559b6,"J=,ｭ]",5
0x559e6,Ndifferent temperatures.,24
0x55a3b,None...clever.,14
0x55a79,"*l""愨",5
0x55a80,Snake. It's about Naomi Hunter...,33
0x55ad3,NHe's looking into it.,22
0x55af4,Turn your monitor off.,22
0x55b3f,NGo ahead.,10
0x55b4d,"9l""愨",5
0x55b7e,Nhear.,6
0x55b8f,"Okay, so what's up?",19
0x55ba6,"5l""愨",5
0x55bc9,Nthe Pentagon...,16
0x55be6,ah...,5
0x55bef,"-l""愨",5
0x55bf6,He's the one who told me about it...,36
0x55c61,Nassassination weapon.,22
0x55c82,An assassination weapon?,24
0x55c9e,"Fl""愨",5
0x55ced,No...,5
0x55d06,FoxDie?,8
0x55d39,Ntalking about it...,20
0x55d51,"Gl""愨",5
0x55d7d,Ntargets specific people.,25
0x55da1,"I don't know all the details, but...",36
0x55dd0,What are you trying to say?,27
0x55df6,It's too similar.,17
0x55e0b,!ﾊｮ#,5
0x55e11,What is!?,10
0x55e1f,"nl""愨",5
0x55e6b,"NChief, I mean Decoy Octopus,...",32
0x55ebf,Nheart attack?,14
0x55ed8,Yeah...?,8
0x55f0f,Nvictims by simulating a heart attack.,38
0x55f81,behind it?,10
0x55f8f,"Nl""愨",5
0x55fba,Ngive you some kind of injection?,33
0x55fe5,...The nanomachines.,21
0x55ffe,"bl""愨",5
0x56052,Nmotive was.,12
0x56069,...Does the Colonel know?,25
0x560b1,Nquestioned her.,16
0x560cc,Okay. I'll ask him myself.,26
0x56122,Nsituation?,11
0x56145,e茜',5
0x5615f,I just placed Naomi under arrest.,34
0x56195,Arrest?,8
0x561c9,Ntowards the Alaskan base.,26
0x56215,Nmust be working with the terrorists.,37
0x56244,Are you sure?,14
0x56297,What kind of interrogation?,27
0x5630e,Npentathol here.,16
0x56329,Call me if you find out anything.,33
0x56368,"So it's true, isn't it?",24
0x5638b,Naomi...I can't believe it.,27
0x563d6,Nbe around somewhere.,21
0x563ef,:!ﾊｮ#,5
0x56420,Nabout.,7
0x5645b,Nyou know.,10
0x56491,Nthe Colonel.,13
0x564df,"Snake, can you hear me?",23
0x56501,It's Naomi...,13
0x56522,Naomi!?,8
0x56535,...what the hell!?,18
0x56575,Nright now...I'm on a different Codec.,38
0x565a6,"Naomi, is what the Colonel says true?",37
0x565d6,...Yes.,7
0x565e7,But not everything I said was a lie.,37
0x5661a,are you?,9
0x56637,I don't know myself.,21
0x5667b,Nwhat my parents looked like.,29
0x566ac,I bought all my identification.,32
0x566d0,=盃ｱv,5
0x566f8,Ngenetics was true.,19
0x5673c,ght?,4
0x56797,N...anything.,13
0x567af,Naomi...,8
0x567e8,Nthe 80's...,12
0x56808,...a dirty little orphan...,28
0x56863,NZimbabwe?,10
0x568c2,NIndian laborers around.,24
0x568e8,盃%｡,5
0x568fc,b盃ﾞ,5
0x5694e,Nabout that...,14
0x56989,Nthe past.,10
0x569c6,Nare now?,9
0x569e3,Understand who I am now!?,26
0x56a18,NNo one else tries to understand me.,36
0x56a47,I was alone for so long...,26
0x56a6f,3盃ｱv,5
0x56aab,Your big brother?,17
0x56ac6,Yes.,5
0x56ad8,ank Jaeger.,11
0x56b0e,P盃ｱv,5
0x56b37,Npicked me up near the Zambezi River.,37
0x56b60,O盃ｱv,5
0x56b8e,Nhe shared his rations with me.,31
0x56c0b,Nonly family.,13
0x56c1c,!ﾊ｢ﾊ,5
0x56c22,No...,6
0x56c32,Gray Fox?,10
0x56c69,NFrank and I.,13
0x56c81,He protected me.,16
0x56c95,"""盃ｱv",5
0x56c9b,He's my one connection...,26
0x56cb9,:盃ｱv,5
0x56ceb,Npast.,6
0x56cfb,And he brought you back to America?,36
0x56d29,No.,4
0x56d56,""" came.",7
0x56d81,...You mean Big Boss?,21
0x56ddb,""",  this America.",17
0x56e19,Nback to Africa to continue the war.,36
0x56e51,And that's when it happened...,31
0x56ea9,Nmy brother home a cripple.,27
0x56eec,NFOX-HOUND.,11
0x56f4e,NI would...,11
0x56f63,So were your prayers answered?,31
0x56fa2,Yes. I waited two long years...,32
0x56fd7,To kill me?,11
0x56fed,Is that all you cared about?,28
0x57013,Yes. That's right.,19
0x57048,盃ﾞ,5
0x5704e,Two years.,11
0x5705d,g盃ﾞ,5
0x570b5,Nobsession...,13
0x570cd,Do you still hate me?,21
0x570e6,盃!,5
0x570f7,...Not exactly.,15
0x5710a,(盃ﾞ,5
0x57111,I was partly wrong about you...,31
0x5713b,What about Liquid and the others?,33
0x57177,NI'll have my revenge on them too.,34
0x571cf,Ndid you?,9
0x57208,Ngenome experiments...,22
0x57232,Dr. Clark?,11
0x57248,...No...that was my brother.,28
0x57297,Nhim hide out...,16
0x572be,So that Ninja...I mean Gray Fox...,34
0x572eb,...he's come here to kill me?,29
0x57313,...I don't think so.,20
0x5732b,2盃ｱv,5
0x57331,I think he just came here to fight you...,42
0x5738e,NI understand.,14
0x573a6,A final battle with you...,27
0x573d5,...that's all he lives for. I'm sure of it...,46
0x57407,!ﾊ｢ﾊ,5
0x5740d,...Fox...no...,15
0x57421,!ﾊﾚi,4
0x5742b,!ﾊｼ{,4
0x57435,!ﾊ｢ﾊ,4
0x57444,"Naomi, tell me something...",28
0x5746a,...about FoxDie?,17
0x574c2,Ntargets and kills only specific people.,40
0x57520,Nvictim's body.,15
0x5755f,Ncreated through protein engineering.,37
0x575b2,Nspecific genetic patterns in the cells.,40
0x5760c,NDNA?,5
0x57665,Nthey begin creating TNF epsilon.,33
0x576c5,Nwhich causes cells to die.,27
0x57760,Nheart cells.,13
0x57778,And then...they cause a heart attack?,37
0x577ee,NThen...,8
0x57814,...the victim dies.,20
0x5785a,Ncommit suicide...,18
0x57883,...Naomi...,11
0x57898,...What?,9
0x578ca,"Nthat thing to kill me too, right?",34
0x5792a,Do I still have time?,21
0x57986,Nme dead.,9
0x579b1,NI still have a job to do.,26
0x579d5,"Listen, Snake.",15
0x57a0d,Nthe decision to use FoxDie.,28
0x57a43,You weren't?,12
0x57a81,No.,4
0x57ab3,Na part of this operation.,26
0x57ad1,.盃ｱv,5
0x57ad7,I just wanted to let you know that...,38
0x57b0b,-盃ﾞ,5
0x57b11,"...No, that's not the whole truth...",37
0x57b49,;盃ｱv,5
0x57b7b,Nwas...,7
0x57b8d,"Snake, I...I...",15
0x57bbb,Hey! What are you doing!?,25
0x57bdf,Eeeek!!,7
0x57bf1,Ooooh....,9
0x57c05,Snake.....,10
0x57c13,"!ﾊ""r",5
0x57c19,Naomi!?,8
0x57c54,Nany more unauthorized transmissions.,37
0x57c84,What!,5
0x57cb5,Noperation.,11
0x57cc4,"!!ﾊ""r",5
0x57ccb,What happened to Naomi!?,24
0x57ce7,"Y!ﾊ""r",5
0x57d32,Noperation!?,12
0x57d49,"Colonel, let me talk to her!",28
0x57d70,I won't. She's under arrest.,28
0x57d90,"!ﾊ""r",5
0x57d96,Colonel...,11
0x57da5,"""!ﾊ""r",5
0x57dab,...you double crossed me!,26
0x57dd0,"Snake, there's no time for that!",32
0x57e1b,NMetal Gear!,12
0x57e32,"...Okay, Snake!?",16
0x57e9b,"l""ｭ",5
0x57ea1,"Thank you, Snake.",18
0x57eb7,"1l""ｭ",5
0x57edb,Ncompleted.,11
0x57ef0,Nothing can stop Metal Gear now.,33
0x57f1b,"Master, what's going on?",25
0x57f38,"ol""愨",5
0x57f8f,Nexpress my gratitude.,22
0x57fe5,Nshape memory alloy business.,29
0x5800c,What are you talking about?,28
0x58058,NChief's code.,14
0x58096,Nhe couldn't read his mind.,27
0x580e2,Nduring the interrogation.,26
0x58151,Nwere all getting a little worried.,35
0x581a9,Nour demands would never be met.,32
0x581d4,What do you mean?,17
0x58211,Nwe had to find some other way.,31
0x58234,"Cl""ｭ",5
0x58260,"Nprove useful, Snake.",21
0x58279,!ﾊｮ#,5
0x582b3,"Ninformation from you, Snake.",29
0x582fd,Nhimself as the DARPA Chief.,28
0x58327,"Tl""愨",5
0x58355,Nthe encounter. ...thanks to FoxDie.,36
0x583b5,Nthe beginning?,15
0x583c8,"9!ﾊ""r",5
0x583f8,Ncode!?,7
0x58403,"Ll""ｭ",5
0x58433,"Nfar by yourself, did you?",26
0x58458,Who the hell are you!?,22
0x58472,">l""ｭ",5
0x584a0,Nare complete.,14
0x584b2,"=l""ｭ",5
0x584e0,"Nthis weapon,",13
0x584f1,"]l""ｭ",5
0x58545,Nto me.,7
0x58550,"0l""ｭ",5
0x58557,Their ace-in-the-hole is useless now...,39
0x58582,!ﾊｮ#,5
0x58588,Ace-in-the-hole?,17
0x5859d,"Dl""ｭ",5
0x585c9,Nalready successful...,22
0x585e3,"l""ｭ",5
0x585ea,...in the torture room.,23
0x58605,"l""j!",5
0x5860f,"l""ｭ",5
0x5861a,"l""j!",4
0x58687,"8l""ｭ",5
0x586af,Ndoesn't know.,14
0x586c1,"l""ｭ",5
0x586c8,Poor fool.,10
0x586dc,Who are you anyway!?,21
0x586f5,"6l""ｭ",5
0x58723,Nknow.,6
0x5872d,",l""ｭ",5
0x58734,"If you come to where I am, that is.",35
0x58761,Where are you?,15
0x58774,"l""ｭ",5
0x5877b,Very close by.,14
0x587a7,"Snake, that's not Master Miller!",33
0x587e0,"#l""ｭ",5
0x587e6,"Campbell, you're too late.",27
0x58840,Ndiscovered at his home.,24
0x58887,Ndays.,6
0x588be,Nwith Master was cut off.,25
0x5892c,Nbase!,6
0x5893c,So who is it?,14
0x58955,"Snake, you've been talking to...",32
0x5898d,"l""ｭ",5
0x58993,...Me...,9
0x589a0,"l""ｭ",5
0x589a7,...dear brother.,16
0x589bb,"l""/y",5
0x589cb,Liquid!? How the...!?,22
0x589e5,"$l""卉",5
0x589eb,You've served your purpose.,28
0x58a0b,"l""卉",5
0x58a12,You may die now!,16
0x58a78,Colonel! Can you hear me?,25
0x58a9c,Yes...I'm listening.,20
0x58ab4,",!ﾊ6ｴ",5
